index	question	answer	task	image_relation	image_type	counterpart_idx	image_path	A	B	C	D	E
123	How many dogs are sleeping on their back in a belly up position in one of the images? <image> <image>	E	Counting	Partial Similarity	Photography	122	['00000123_00.jpg', '00000123_01.jpg']	Four	Two	Zero	Three	None of the choices provided
124	How many dogs are sleeping on their back in a belly up position in one of the images? <image> <image>	C	Counting	Partial Similarity	Photography	125	['00000124_00.jpg', '00000124_01.jpg']	Three	Two	One	None of the choices provided	Four
125	How many dogs are sleeping on their back in a belly up position in one of the images? <image> <image>	D	Counting	Partial Similarity	Photography	124	['00000125_00.jpg', '00000125_01.jpg']	Zero	Four	Three	None of the choices provided	Two
126	How many dogs are there? <image> <image>	B	Counting	Partial Similarity	Photography	127	['00000126_00.jpg', '00000126_01.jpg']	One	Two	Three	Four	None of the choices provided
127	How many dogs are there? <image> <image>	A	Counting	Partial Similarity	Photography	126	['00000127_00.jpg', '00000127_01.jpg']	None of the choices provided	Four	Zero	One	Three
128	How many dogs are there? <image> <image>	A	Counting	Partial Similarity	Photography	129	['00000128_00.jpg', '00000128_01.jpg']	Two	Three	Four	None of the choices provided	One
129	How many dogs are there? <image> <image>	A	Counting	Partial Similarity	Photography	128	['00000129_00.jpg', '00000129_01.jpg']	None of the choices provided	Zero	Three	Four	One
130	How many puppies are sticking out their tongues in each image? <image> <image>	A	Counting	Partial Similarity	Photography	131	['00000130_00.jpg', '00000130_01.jpg']	Zero	Two	Three	None of the choices provided	Four
131	How many puppies are sticking out their tongues in each image? <image> <image>	E	Counting	Partial Similarity	Photography	130	['00000131_00.jpg', '00000131_01.jpg']	Two	One	Four	Three	None of the choices provided
132	How many animals are there exactly? <image> <image>	B	Counting	Partial Similarity	Photography	133	['00000132_00.jpg', '00000132_01.jpg']	None of the choices provided	Two	Four	Three	One
133	How many animals are there exactly? <image> <image>	B	Counting	Partial Similarity	Photography	132	['00000133_00.jpg', '00000133_01.jpg']	Four	None of the choices provided	One	Three	Zero
134	How many dogs are there in the image pair? <image> <image>	B	Counting	Partial Similarity	Photography	135	['00000134_00.jpg', '00000134_01.jpg']	None of the choices provided	Two	Three	One	Four
135	How many dogs are there in the image pair? <image> <image>	E	Counting	Partial Similarity	Photography	134	['00000135_00.jpg', '00000135_01.jpg']	Four	Zero	Three	One	None of the choices provided
136	How many handles does the vase in each image have? <image> <image>	C	Counting	Partial Similarity	Photography	137	['00000136_00.jpg', '00000136_01.jpg']	None of the choices provided	Four	Zero	Two	Three
137	How many handles does the vase in each image have? <image> <image>	B	Counting	Partial Similarity	Photography	136	['00000137_00.jpg', '00000137_01.jpg']	Four	None of the choices provided	Three	One	Two
138	How many handles does the vase in each image have? <image> <image>	D	Counting	Partial Similarity	Photography	139	['00000138_00.jpg', '00000138_01.jpg']	Three	Two	None of the choices provided	Zero	Four
139	How many handles does the vase in each image have? <image> <image>	B	Counting	Partial Similarity	Photography	138	['00000139_00.jpg', '00000139_01.jpg']	Four	None of the choices provided	One	Two	Three
140	How many vases have a painted design all over in the images? <image> <image>	D	Counting	Partial Similarity	Photography	141	['00000140_00.jpg', '00000140_01.jpg']	Three	Two	Four	One	None of the choices provided
141	How many vases have a painted design all over in the images? <image> <image>	C	Counting	Partial Similarity	Photography	140	['00000141_00.jpg', '00000141_01.jpg']	Three	Four	None of the choices provided	Two	Zero
142	How many vases have a painted design all over in the images? <image> <image>	A	Counting	Partial Similarity	Photography	143	['00000142_00.jpg', '00000142_01.jpg']	One	Three	Four	Two	None of the choices provided
143	How many vases have a painted design all over in the images? <image> <image>	D	Counting	Partial Similarity	Photography	142	['00000143_00.jpg', '00000143_01.jpg']	Zero	Four	Three	None of the choices provided	Two
144	How many total bottles are there in the images? <image> <image>	D	Counting	Partial Similarity	Photography	145	['00000144_00.jpg', '00000144_01.jpg']	Two	None of the choices provided	Three	Four	Five
145	How many total bottles are there in the images? <image> <image>	C	Counting	Partial Similarity	Photography	144	['00000145_00.jpg', '00000145_01.jpg']	Five	Three	None of the choices provided	Two	One
146	How many men in blue jeans standing behind a dog are there in the images? <image> <image>	E	Counting	Partial Similarity	Photography	147	['00000146_00.jpg', '00000146_01.jpg']	Four	Three	None of the choices provided	Two	One
147	How many men in blue jeans standing behind a dog are there in the images? <image> <image>	C	Counting	Partial Similarity	Photography	146	['00000147_00.jpg', '00000147_01.jpg']	Two	Four	None of the choices provided	Zero	Three
148	How many trays are the perfumes sitting on in one of the images? <image> <image>	C	Counting	Partial Similarity	Photography	149	['00000148_00.jpg', '00000148_01.jpg']	Two	None of the choices provided	One	Four	Three
149	How many trays are the perfumes sitting on in one of the images? <image> <image>	E	Counting	Partial Similarity	Photography	148	['00000149_00.jpg', '00000149_01.jpg']	Three	Two	Zero	Four	None of the choices provided
150	How many arched doorways sit under the stairway in the images? <image> <image>	C	Counting	Partial Similarity	Photography	151	['00000150_00.jpg', '00000150_01.jpg']	None of the choices provided	Three	One	Two	Four
151	How many arched doorways sit under the stairway in the images? <image> <image>	B	Counting	Partial Similarity	Photography	150	['00000151_00.jpg', '00000151_01.jpg']	Zero	None of the choices provided	Two	Three	Four
152	How many dogs with chickens are there in the image pair? <image> <image>	A	Counting	Partial Similarity	Photography	153	['00000152_00.jpg', '00000152_01.jpg']	Two	None of the choices provided	Three	One	Four
153	How many dogs with chickens are there in the image pair? <image> <image>	A	Counting	Partial Similarity	Photography	152	['00000153_00.jpg', '00000153_01.jpg']	None of the choices provided	One	Three	Four	Zero
154	How many graduation gowns are there in the image pair? <image> <image>	D	Counting	Partial Similarity	Photography	155	['00000154_00.jpg', '00000154_01.jpg']	Four	Three	None of the choices provided	Two	One
155	How many graduation gowns are there in the image pair? <image> <image>	E	Counting	Partial Similarity	Photography	154	['00000155_00.jpg', '00000155_01.jpg']	Three	One	Zero	Four	None of the choices provided
156	How many images show less than three people in graduation attire? <image> <image>	B	Counting	Partial Similarity	Photography	157	['00000156_00.jpg', '00000156_01.jpg']	Four	Zero	None of the choices provided	Three	Two
157	How many images show less than three people in graduation attire? <image> <image>	B	Counting	Partial Similarity	Photography	156	['00000157_00.jpg', '00000157_01.jpg']	Two	None of the choices provided	Three	Four	One
158	What is the maximum number of shoes present? <image> <image>	B	Counting	Partial Similarity	Photography	159	['00000158_00.jpg', '00000158_01.jpg']	Three	Four	Five	None of the choices provided	Two
159	What is the maximum number of shoes present? <image> <image>	C	Counting	Partial Similarity	Photography	158	['00000159_00.jpg', '00000159_01.jpg']	One	Three	None of the choices provided	Five	Two
160	How many dogs have their mouth open? <image> <image>	E	Counting	Partial Similarity	Photography	161	['00000160_00.jpg', '00000160_01.jpg']	Four	Two	Three	None of the choices provided	One
161	How many dogs have their mouth open? <image> <image>	D	Counting	Partial Similarity	Photography	160	['00000161_00.jpg', '00000161_01.jpg']	Four	Two	Three	None of the choices provided	Zero
162	How many pencil pouches are there in the image pair? <image> <image>	A	Counting	Partial Similarity	Photography	163	['00000162_00.jpg', '00000162_01.jpg']	Seven	Six	Four	Five	None of the choices provided
163	How many pencil pouches are there in the image pair? <image> <image>	A	Counting	Partial Similarity	Photography	162	['00000163_00.jpg', '00000163_01.jpg']	None of the choices provided	Six	Five	Three	Four
164	How many desserts served in a footed glass dish are there in each image? <image> <image>	B	Counting	Partial Similarity	Photography	165	['00000164_00.jpg', '00000164_01.jpg']	None of the choices provided	One	Two	Three	Four
165	How many desserts served in a footed glass dish are there in each image? <image> <image>	B	Counting	Partial Similarity	Photography	164	['00000165_00.jpg', '00000165_01.jpg']	Zero	None of the choices provided	Four	Two	Three
166	How many layered desserts are there? <image> <image>	E	Counting	Partial Similarity	Photography	167	['00000166_00.jpg', '00000166_01.jpg']	One	Four	None of the choices provided	Three	Two
167	How many layered desserts are there? <image> <image>	D	Counting	Partial Similarity	Photography	166	['00000167_00.jpg', '00000167_01.jpg']	Three	Four	One	None of the choices provided	Zero
168	How many pandas are playing on a fort made of wooden tree logs with trees in the back? <image> <image>	D	Counting	Partial Similarity	Photography	169	['00000168_00.jpg', '00000168_01.jpg']	None of the choices provided	Five	Four	Three	Two
169	How many pandas are playing on a fort made of wooden tree logs with trees in the back? <image> <image>	A	Counting	Partial Similarity	Photography	168	['00000169_00.jpg', '00000169_01.jpg']	None of the choices provided	Five	One	Four	Two
170	How many pictures at least contain a completed building? <image> <image>	C	Counting	Partial Similarity	Photography	171	['00000170_00.jpg', '00000170_01.jpg']	Four	Two	One	None of the choices provided	Three
171	How many pictures at least contain a completed building? <image> <image>	E	Counting	Partial Similarity	Photography	170	['00000171_00.jpg', '00000171_01.jpg']	Two	Zero	Four	Three	None of the choices provided
172	How many products with flip-top flat lids are there in the combined images? <image> <image>	C	Counting	Partial Similarity	Photography	173	['00000172_00.jpg', '00000172_01.jpg']	Three	Two	Five	Four	None of the choices provided
173	How many products with flip-top flat lids are there in the combined images? <image> <image>	A	Counting	Partial Similarity	Photography	172	['00000173_00.jpg', '00000173_01.jpg']	None of the choices provided	Four	One	Three	Two
174	How many blue chairs with holes at a computer desk are there in one of the images? <image> <image>	A	Counting	Partial Similarity	Photography	175	['00000174_00.jpg', '00000174_01.jpg']	One	Three	Four	Two	None of the choices provided
175	How many blue chairs with holes at a computer desk are there in one of the images? <image> <image>	E	Counting	Partial Similarity	Photography	174	['00000175_00.jpg', '00000175_01.jpg']	Zero	Four	Three	Two	None of the choices provided
176	How many televisions are attached to the bookshelf in one of the images? <image> <image>	A	Counting	Partial Similarity	Photography	177	['00000176_00.jpg', '00000176_01.jpg']	One	None of the choices provided	Four	Three	Two
177	How many televisions are attached to the bookshelf in one of the images? <image> <image>	A	Counting	Partial Similarity	Photography	176	['00000177_00.jpg', '00000177_01.jpg']	None of the choices provided	Two	Four	Zero	Three
178	How many empty containers are there? <image> <image>	A	Counting	Partial Similarity	Photography	179	['00000178_00.jpg', '00000178_01.jpg']	Two	One	Three	Four	None of the choices provided
179	How many empty containers are there? <image> <image>	D	Counting	Partial Similarity	Photography	178	['00000179_00.jpg', '00000179_01.jpg']	One	Four	Three	None of the choices provided	Zero
180	How many empty containers are there? <image> <image>	C	Counting	Partial Similarity	Photography	181	['00000180_00.jpg', '00000180_01.jpg']	Three	Four	Two	One	None of the choices provided
181	How many empty containers are there? <image> <image>	B	Counting	Partial Similarity	Photography	180	['00000181_00.jpg', '00000181_01.jpg']	Three	None of the choices provided	Zero	One	Four
182	How many glass beckers are there? <image> <image>	C	Counting	Partial Similarity	Photography	183	['00000182_00.jpg', '00000182_01.jpg']	None of the choices provided	Four	Two	One	Three
